key,displayName,category,region,region_name,type,cargo_needed,experience,money,descriptionText,Source
RU_13_01_MOUNTAIN_CLIMBING_CONTEST,Gone in 240 Seconds,_CONTESTS,RU_13,Almaty,exploration,,400,800,"Hey, traveler, we have a little contest here every year to see who can make it up and down the mountain paths the fastest. Anybody can enter, by the way. Should I sign you up?",CONTESTS
US_14_01_WAREHOUSE_PROBLEMS_CONTRACT,Warehouse Problems,_CONTRACTS,US_14,Austria,truckDelivery,1× Rubbish; 4× Metal Planks; 3× Metal Roll,3150,32050,Looks like our warehouse was struck by lightning! We need to have it replaced. Could you dismantle whatever's left and help us build a new one?,CONTRACTS
US_14_01_EMERGENCY_HELP_CONTRACT,A Double-edged Sword,_CONTRACTS,US_14,Austria,truckDelivery,3× Metal Planks; 2× Metal Roll; 2× Wooden Planks Medium,2790,24100,"The bridge is almost ready, although the guys on one end are out of supplies, and the guys on the other need special equipment. Start with whatever you want, but this bridge needs to be finished. Can we count on you to deliver both?",CONTRACTS
US_14_01_PIPES_DELIVERY_CONTRACT,Let There be Water!,_CONTRACTS,US_14,Austria,truckDelivery,1× Pipes Small; 1× Pipes Medium; 4× Bags,2140,21200,"We're the only ones who have access to water extraction equipment in the area. Heavy use has caused a lot of wear and tear in the pipes, so they need to be replaced right away. Our usual driver's on sick leave, which is why we need your help delivering supplies.",CONTRACTS
US_14_01_PROBLEM_IN_THE_PORT_CONTRACT,Trouble at the Port,_CONTRACTS,US_14,Austria,truckDelivery,6× Vehicles Spare Parts,1120,11100,"Stop right there! The port's closed. We've run out of fuel, and our ship's engine is out of whack. I guess you could help us out if you need to cross. We do have a crane...",CONTRACTS
US_14_01_FARM_SOYA_CONTRACT,"Ready, Set... Sow!",_CONTRACTS,US_14,Austria,truckDelivery,4× Fertilizer,1100,10200,"When it rains, it pours... we can't get a hold of our farmhands Tucker and Dale. I sure hope those two are okay, but we can't wait around until they show up. Could you give us a hand? We'll pay for your trouble.",CONTRACTS
US_14_01_STARTING_WORK_CONTRACT,Off to a Bad Start,_CONTRACTS,US_14,Austria,truckDelivery,4× Vehicles Spare Parts; 6× Metal Roll,1340,9850,"We weren't expecting so much rain. Our main shop got flooded. The equipment is starting to rust, and we need to get it up and running ASAP. We're on a deadline here! David should've checked the roof properly when I told him...",CONTRACTS
US_14_01_HELP_FROM_THE_PAST_CONTRACT,An Old Friend,_CONTRACTS,US_14,Austria,truckDelivery,,810,7800,"A little while ago I noticed an old, rusted-out tractor in the marsh. I think it could serve us well if we retrieved it and fixed it up. We can't do it without some additional equipment, but Elias happens to have the right trailer for the job.",CONTRACTS
US_14_01_SOY_DELIVERY_CONTRACT,You Reap What You Sow,_CONTRACTS,US_14,Austria,cargoDelivery,3× Soyabean; 3× Soyabean,2580,31050,"Our farms have been getting a lot of orders for soybeans, but the latest shipment of seeds didn't arrive on time 'cuz of all the rain. Transportation issues shouldn't stop our customers from getting their goods. Could you help us out?",CONTRACTS
US_14_01_CASTLE_UNDER_LOCK_CONTRACT,The Inhospitable Castle,_CONTRACTS,US_14,Austria,cargoDelivery,6× Stack; 4× Potato; 2× Wooden Planks; 2× Logs Medium,2590,26000,"Ugh, we thought we had everything all set up — the flags, the display cases, the tables and chairs — but we forgot the most important thing: entertainment and food! Good thing the crops are ready for harvesting, and there should be enough hay to go around. We'll pay you well if you help out.",CONTRACTS
US_14_01_HAY_COLLECTION_CONTRACT,An Urgent Harvest,_CONTRACTS,US_14,Austria,cargoDelivery,8× Stack,1520,15350,"Hey there! I'm in a bit of a bind here. My son is in Vienna for a couple of weeks, and I'm worried our hay could rot by the time he gets back thanks to all this rain. Please help me till and harvest the field. I'm too old to do it alone.",CONTRACTS
US_14_01_LOST_LARGE_CARGO_CONTRACT,Secrets of the Castle,_CONTRACTS,US_14,Austria,cargoDelivery,2× Container Small Special,940,10450,"The owner of the castle placed a top-secret order and asked us to keep an eye on it, but then the damn flood came, and everything just washed away. Please help me find the containers before he decides to order a guillotine...",CONTRACTS
US_14_01_REPAIR_AREA_CONTRACT,Necessary Repairs,_CONTRACTS,US_14,Austria,cargoDelivery,3× Barrels; 4× Vehicles Spare Parts,970,8350,"Harvest season is upon us, which means we need to stay on top of tractor repairs. But with all this rain, we just couldn't get ready in time. Could you help us out with the fuel and check on a shipment for us? The delivery is running late for some reason.",CONTRACTS
US_14_01_FARM_POTATO_CONTRACT,Potato Field,_CONTRACTS,US_14,Austria,exploration,,860,9400,"Hello there. The name's Willie. Joe, Albert, and I have been planting potatoes for decades now, but we're not getting any younger, and we could use some help. Would you mind doing some field work for us?",CONTRACTS
US_14_01_SCOUT_FARM_CONTRACT,Taking Stock of the Damage,_CONTRACTS,US_14,Austria,exploration,,370,6350,"I see you're all ready to go, but first things first — we need to see what we're working with. Could you check the farms in the area for us? We need to get a sense of the extent of the damage. We'll pay you after you hand in your report.",CONTRACTS
US_14_01_FORTRESS_CENTURY_TASK,Central Walls,_TASKS,US_14,Austria,truckDelivery,4× Bricks,760,6550,"With so little time before the construction deadline, our drivers tend to forget that the weight capacity of a trailer is limited. Because of this, some trailers get stuck along the way. I guess we'll just have to tow them... you in?",TASKS
US_14_01_PROBLEM_WITH_TURNING_TASK,'Round the Bend,_TASKS,US_14,Austria,truckDelivery,,670,6350,"Jeez, these sharp turns are driving me nuts. I'm not getting behind the wheel again — that's where you come in. Could you please deliver this tank to the farm and then get the truck to the garage?",TASKS
US_14_01_REPAIR_PROBLEM_TASK,Collateral Damage,_TASKS,US_14,Austria,truckDelivery,,550,6250,"I dunno what we were thinking when we started these repairs... We just went in and did the job, but when it was time to leave... We got stuck. Well, we managed to get out, but the construction rig is still there. Maybe you'd be able to pull it out.",TASKS
US_14_01_LET_THERE_LIGHT_TASK,Let There be Light!,_TASKS,US_14,Austria,truckDelivery,2× Vehicles Spare Parts,580,5450,"The lighthouse keeper insists that the light went out when some bearded man in a robe was trying to use his lighter. I think the bulb's just dead. We need a replacement from the trailer, and some tools too... Could you make the delivery?",TASKS
US_14_01_ELEMENTAL_POWER_TASK,The Power of the Elements,_TASKS,US_14,Austria,truckDelivery,,400,4000,"We just wanted to see the beautiful countryside, but the power of nature proved to be too much for us. We're okay, but our trailer has been washed away to God knows where. All our worldly possessions are in there... Please help us get it back, or this'll be the end of the road for us.",TASKS
US_14_01_MAKE_HASTE_SLOWLY_TASK,Haste Makes Waste,_TASKS,US_14,Austria,truckDelivery,,370,3400,"I should've known not to take that shortcut... Hey buddy, I see you've got a powerful ride there. Could you tow my baby for me? She's all alone out there, covered in mud...",TASKS
US_14_01_SHARP_TURN_TASK,Sharp Turn,_TASKS,US_14,Austria,truckDelivery,,360,3300,"I was driving home from Aunt Amelia's when I lost control and went off the road. I managed to get out, but my car's still lying at the bottom of the lake. Could you please get it out for me? Maybe it's still salvageable.",TASKS
US_14_01_FUEL_PROBLEMS_TASK,Rock Bottom,_TASKS,US_14,Austria,truckDelivery,,330,3050,"Gas-guzzling generators are a thing of the past. We need to think of the future. Write this down: we need a fuel tank brought from the gas station, and don't forget to tell them that Gilbert sent you! What was I talking about? Oh, right. We've hit rock bottom!",TASKS
US_14_01_PRODUCTION_ERROR_TASK,Manufacturing Issue,_TASKS,US_14,Austria,cargoDelivery,2× Wooden Planks Long,620,7150,"This is the first time someone's returned our goods under warranty. We value our reputation, so we've decided to recall the whole batch of wood. I hope they still give us a five-star review. Could you deliver the batch for us?",TASKS
US_14_01_WATER_TREATMENTS_TASK,Pool Party,_TASKS,US_14,Austria,cargoDelivery,4800× Water,610,6400,"Our pool is very popular with the tourists when it's hot out. The thing is, they cut off our water due to pipeline maintenance. We do need to fill the pool somehow. The only solution I see is getting it delivered in a tank. Please hurry before people start complaining!",TASKS
US_14_01_UNPLANNED_UNLOADING_TASK,Unscheduled Unloading,_TASKS,US_14,Austria,cargoDelivery,2× Cellulose,500,5100,This is a disaster! I can't possibly stop the presses and leave people without our local news! The driver shouldn't have taken that mountain route. Now our cellulose is scattered all over the place and is at risk of rotting. I need it brought here. Would you help me?,TASKS
US_14_01_DIRT_FROM_PAST_TASK,Digging Up Dirt,_TASKS,US_14,Austria,cargoDelivery,3× Barrels Chemicals,570,4250,Everyone has secrets... even the ground. Our geologists have discovered a small chemical dump site in an old mine. That stuff isn't safe - it's poisoning the soil. Could you take it to the garage for now? We'll have it processed in a bit.,TASKS
US_14_01_LOSS_IN_RIVER_TASK,Crates in the River,_TASKS,US_14,Austria,cargoDelivery,3× Vehicles Spare Parts,390,3450,"Whatever possessed me to take my boat out in this weather? I'd never have dropped the crates if the water wasn't so choppy. Luckily the supplies don't weigh a lot, so the crates are just floating there. Hey, could you see if some of them have washed up ashore?",TASKS
US_14_01_URGENT_PHOTOS_CONTEST,Emergency Photo Shoot,_CONTESTS,US_14,Austria,exploration,,70,1400,"You're so efficient! Here's a little something for your trouble. You can leave the rest to me. I'll have the pictures processed, do a bit of color correction, and submit them to the magazine.",CONTESTS
US_14_01_CITY_RACING_CONTEST,Street Race,_CONTESTS,US_14,Austria,exploration,,50,1000,"Hey, buddy! We've got a prize pool set up for an upcoming race. Just keep in mind that half of the track is concrete, the other — dirt. You gotta work the throttle on this one, but don't overdo it! You wouldn't want to run yourself into a ditch wheels-up.",CONTESTS
US_14_02_DELIVERY_LOG_01_CONTRACT,Reading Logs,_CONTRACTS,US_14,Austria,truckDelivery,2× Logs Short,970,10500,"Now that we're done literally putting out fires, it's time to tackle our orders. The first client needs us to take these logs to his lonely little house. He promises to pay well if we make it in time. Oh, and you're free to take our trailer to make things faster.",CONTRACTS
US_14_02_BUILD_CASTLE_01_CONTRACT,A Castle Made of Sugar,_CONTRACTS,US_14,Austria,cargoDelivery,2× Bricks; 1× Metal Planks; 2× Bags; 2× Container Small,2220,21800,A tower on one of our historical landmarks collapsed because of the rain. We're requesting help delivering construction supplies. The mayor's office will reward you handsomely.,CONTRACTS
US_14_02_FORREST_BURNED_01_CONTRACT,"Ashes to Ashes, Water to Soil",_CONTRACTS,US_14,Austria,cargoDelivery,700× Water; 800× Water,960,8550,You helped us investigate the source of the fire earlier. Now we need to make sure all the fires have been put out. We've got a water delivery job for you. Interested?,CONTRACTS
US_14_02_TRAILER_01_TASK,Loan Etiquette,_TASKS,US_14,Austria,truckDelivery,,600,6650,"The loggers borrowed our service trailer, and now we can't keep up with all the maintenance work at the port. And, as luck would have it, all our drivers are busy! Could you do us a solid and get that trailer back?",TASKS
US_14_02_SCOUT_TRAILER_01_TASK,On Top of the World,_TASKS,US_14,Austria,truckDelivery,,460,4550,"I just wanted to spend the weekend high in the mountains, but ended up stuck in the mud instead. I've spent all this time waiting for someone to help me get my trailer back home... oh! Maybe you could do the job?",TASKS
US_14_02_TRUCK_01_TASK,Obstacle on the Road,_TASKS,US_14,Austria,truckDelivery,,380,3600,"Hi there. Name's Frank. I'm from Ireland. I took a delivery job in the area but got a bit distracted while driving. Ended up damaging my engine. The plugs are fine, the distributor connector too. But the T-belt got jacked up. Could you give me a lift to the warehouse?",TASKS
US_14_02_BUILD_BRIDGE_01_TASK,East Bridge,_TASKS,US_14,Austria,cargoDelivery,2× Metal Planks; 2× Concrete Slab,1480,11150,"Well, this job requires extra speed and dedication. We need to have this bridge fixed, like, yesterday. Considering the urgency, I guess performing a barrel roll on a plane would be a more reasonable demand than this. But, uh... could you help?",TASKS
US_14_02_DELIVERY_HELP_01_TASK,Open Season,_TASKS,US_14,Austria,cargoDelivery,1× Vehicles Spare Parts; 1× Crate Large,810,8200,"I'm a hunter. A lot of my snares are in a sorry state, and I also need some parts for my car. We're not going anywhere until we get the supplies. I'll compensate you if you help me out.",TASKS
US_14_02_ROCKS_01_TASK,Northern Landslide,_TASKS,US_14,Austria,cargoDelivery,1× Blocks; 1× Service Spare Parts,320,2450,"Dammit, I've just about had it with this mountain! So many landslides... a simple cleanup won't cut it anymore—we need to make the road safe. Could you deliver some concrete blocks and other supplies to the site?",TASKS
US_14_02_FORREST_BURNED_02_CONTRACT,Fahrenheit 572,_CONTRACTS,US_14,Austria,cargoDelivery,10× Burnt Logs,2310,22200,"Half the work's done, but we still need to deal with the burned logs. You'll need a special vehicle for this part. It's a decent job with decent pay.",CONTRACTS
US_14_02_DELIVERY_LOG_02_CONTRACT,"Wild, Wild Horses",_CONTRACTS,US_14,Austria,cargoDelivery,1× Logs Long,730,9050,"The orders are still rolling in. This time, the guys from the stables are offering us a hefty sum to help build some stalls for their shiny new mustangs. They're gonna expand their horseback-riding operation. This is a top-priority order!",CONTRACTS
US_14_02_TRAILER_02_TASK,Champing at the Bit,_TASKS,US_14,Austria,truckDelivery,4× Stack,1270,14500,"Our hay reserves have started to rot because of the flood, and the driver who was supposed to get us a fresh batch got stuck halfway here. We need to act fast to keep our people fed and our animals healthy. Could you give us a hand?",TASKS
US_14_02_SCOUT_TRAILER_02_TASK,Barrel Instability,_TASKS,US_14,Austria,truckDelivery,,340,2850,"Our fuel delivery driver decided to take a shortcut through the mountains, but lost his way and got his tank stuck in a crevice. We had to do an emergency evac for the guy, but his tank is still up there. Could you tow it here for us?",TASKS
US_14_02_TRUCK_02_TASK,"24,000 Pounds under the Dirt",_TASKS,US_14,Austria,truckDelivery,,310,2050,"Greetings, traveler! I decided to take a shortcut across these mountains, but a pile of rocks and some puddles landed my vehicle in deep water. It's a truck, not a submarine, so now I'm left waiting for someone to rescue me.",TASKS
US_14_02_DELIVERY_HELP_02_TASK,Firewood for the Hermit,_TASKS,US_14,Austria,cargoDelivery,1× Logs Short; 1× Crate Large,1040,11750,"Electricity costs way too much around here, so I prefer to heat with firewood. I've got a pretty big stockpile for now, but it might not be enough to get me through the winter. Could you deliver a couple of logs to me?",TASKS
US_14_02_ROCKS_02_TASK,Southern Landslide,_TASKS,US_14,Austria,cargoDelivery,1× Service Spare Parts; 1× Bags,530,5100,"What a nightmare! This cliff's been here for hundreds of years. Now look at all the rubble and broken pitons all over the road... it's been 127 minutes since the emergency service was called, but those guys don't seem to be in a hurry to do their job. Could you help us out?",TASKS
US_14_02_DELIVERY_LOG_03_CONTRACT,Two Peas in a Pod,_CONTRACTS,US_14,Austria,cargoDelivery,1× Logs Medium; 1× Logs Long,950,11500,"Tourism is flourishing, which is always a good thing. It also means more work for us. We need to deliver some logs to the two new guesthouses. Chop-chop! The sooner you do it, the sooner they can start renting out the properties.",CONTRACTS
US_14_02_TRUCK_03_TASK,The Quick and the Crashed,_TASKS,US_14,Austria,truckDelivery,,390,3450,"Wooo, that was quite a race! I'm still out of breath, to be honest. Uh, could we keep the details of this rally between us? And I'd appreciate some help with my car. As you can see, you win some, you lose some...",TASKS
US_14_02_TRUCK_04_TASK,Eating Dirt,_TASKS,US_14,Austria,truckDelivery,,430,4450,"Who could've known the road right next to the fields would get ruined like this? It's never happened before, but here we go again! Sheesh... mind helping an old farmer out of the dirt? I'll make it worth your while, I promise!",TASKS
US_14_02_SERVICE_HOUSE_CONTRACT,At Capacity,_CONTRACTS,US_14,Austria,truckDelivery,3× Vehicles Spare Parts; 1× Wooden Planks; 1× Barrels,1620,18500,"We need the service center upgraded as soon as possible. Since everyone is in such a rush to get ready for tourist season, things keep breaking, and it's the closest shop qualified to keep our equipment up and running. We're counting on you!",CONTRACTS
US_14_02_FORREST_HELP_CONTRACT,Seasonal Work,_CONTRACTS,US_14,Austria,truckDelivery,2× Forklift Caravan Container 2,2030,15750,There's work to be done! We need living quarters and some equipment for our loggers. Please deliver everything on the list. We promise you a handsome reward.,CONTRACTS
US_14_02_DELIVERY_POTATO_CONTRACT,It's in the Bag,_CONTRACTS,US_14,Austria,cargoDelivery,1× Potato; 1× Potato; 1× Potato; 1× Potato; 1× Potato; 1× Potato,2140,21550,"With great power comes great responsibility. After harvesting a bumper crop like that, we need to get the bagged potatoes delivered to our customers. People need our potatoes, so everyone's counting on you.",CONTRACTS
US_14_02_HELP_FARM_CONTRACT,Busy Beavers,_CONTRACTS,US_14,Austria,cargoDelivery,3× Bags 2; 3× Rubbish,1860,18450,"The beavers' reaction to this bad weather was immediate. Don't get me wrong, they're pretty cool animals, but we've got enough on our plate as it is. Please help us deal with the flood damage on the farm. We'll pay you well.",CONTRACTS
US_14_02_SOLAR_PANEL_CONTRACT,Solar Wind,_CONTRACTS,US_14,Austria,cargoDelivery,1× Service Spare Parts; 1× Service Spare Parts; 1× Solar Panel; 1× Solar Panel,1510,18050,"As meteorologists say, get the most out of good weather while it's here. Considering the rising cost of electricity and the recent sunny spell, we've decided to install solar panels in two areas. Now we just need to get them there. Do you think you're up for the job?",CONTRACTS
US_14_02_FARM_POTATO_CONTRACT,All Work and No Play,_CONTRACTS,US_14,Austria,cargoDelivery,2× Fertilizer; 1× Wooden Planks,1100,11500,"See that field? Grab a tractor and plow it. Get that done, and I'll give you some seeds. Or don't—but then you ain't gettin' jack. You sow the seeds, you get potatoes. Bring those to me, and I'll pay you. Now move it! I haven't got all day.",CONTRACTS
US_14_02_FARM_SOYA_CONTRACT,Helping around the Farm,_CONTRACTS,US_14,Austria,cargoDelivery,2× Fertilizer,980,9500,"You've proven to be a deft hand at potato farming. Do you think you could do the same with soybeans? The soil here is very fertile, not like the stuff on Mars. I think you'll be fine. So what do you say?",CONTRACTS
US_14_02_SCOUTING_EXPLORER_CONTRACT,Fire Safety,_CONTRACTS,US_14,Austria,exploration,,500,8550,Our company has been made aware of the additional fire hazards during the stormy season. We need you to inspect the area. Your efforts will be well compensated.,CONTRACTS
US_14_02_SCOUTING_CASTLES_CONTRACT,Historical Tour,_CONTRACTS,US_14,Austria,exploration,,470,8150,The authorities need us to check three ancient castles in the area to determine the best routes after all this bad weather. The job's simple and pays well. Are you up for it?,CONTRACTS
US_14_02_WATER_TANK_TASK,Dry Spell,_TASKS,US_14,Austria,cargoDelivery,600× Water; 600× Water; 600× Water,1140,9150,"This is a disaster! Due to the lack of rain, the water levels in the region are so low, we're on the verge of a drought! How are people supposed to farm like this? To make matters worse, the pipeline broke down too. We need water right away! Please, we'll make it worth your while!",TASKS
US_14_02_CAMP_RUNNER_TASK,Shock Tourism,_TASKS,US_14,Austria,cargoDelivery,1× Vehicles Spare Parts; 1× Barrels; 1× Crate Large,820,7000,"Everyone needs support in these trying times, especially the unlucky tourists. Please deliver a relief package to their camps. You'll be compensated fairly.",TASKS
US_14_02_SCOUT_RIVER_TASK,Water Obstacle,_TASKS,US_14,Austria,exploration,,270,4550,The local geologists are requesting a water-level survey of our crossings. We need you to visit all the sites. You'll be compensated.,TASKS
US_14_02_DELIVERY_CONTEST,The Beaver Thieves Strike Again,_CONTESTS,US_14,Austria,cargoDelivery,1× Stack,280,2600,"Hi! I'm Daggett. Me and my brother Norbert got tasked with returning a haystack those thieving beavers stole from the forester's house. So here's the plan: I call for help, Norb watches the stack, and you help with the delivery. Sound good?",CONTESTS
US_14_02_RACING_CONTEST,Hot Wheels,_CONTESTS,US_14,Austria,exploration,,220,3900,"Hey, buddy! We hold amateur races here. The last racer was in such a rush to win, he drove off the mountain right after he finished. He did set a record, though. You up for beating it? Safely, of course.",CONTESTS
US_15_01_PLATFORM_CONSTRUCTION_01_CONTRACT,Real Man's Job—Preparations,_CONTRACTS,US_15,Quebec,truckDelivery,,1120,15750,"Hey there! Name's Jim. I'm in charge of building an oil rig here, and that's no mean feat. We could really use your help. To start off, could you check why in the world the crane trailer's not here yet?",CONTRACTS
US_15_01_LIGHTHOUSE_SUPPLY_01_CONTRACT,Bring Back the Light,_CONTRACTS,US_15,Quebec,truckDelivery,,420,4300,"Hey there. I'm Clint, the lighthouse keeper. Please help a guy out! Some important cargo got stuck in a gorge on its way to the lighthouse. It's not going anywhere unless someone gets it out, and I need it to keep the lighthouse running. Could you lend me a hand?",CONTRACTS
US_15_01_BUILDING_BRIDGE_01_CONTRACT,The Fellowship of the Road,_CONTRACTS,US_15,Quebec,cargoDelivery,4× Metal Planks; 6× Bags,2610,20950,"I'm the deputy head engineer and the construction crew chief on this site. You can't pass through here, so you'd better go back. But, if you're actually willing to help, please bring us some cements and metal beams. We can't do anything without them.",CONTRACTS
US_15_01_PIPELINE_01_CONTRACT,Steady Flow,_CONTRACTS,US_15,Quebec,cargoDelivery,1× Pipe Water,750,5650,Hey buddy! We need your assistance ASAP. There's a damaged pipe in our area that needs replacing. Any chance you'd be willing to make the trip and get us a new pipe? We'd really appreciate it.,CONTRACTS
US_15_01_SCOUTING_SHORE_CONTRACT_01,Coast Guard,_CONTRACTS,US_15,Quebec,exploration,,300,5250,"Welcome to Harbor! Our company works with the Canadian Coast Guard, and they've requested an initial inspection of the coastline. We need an expeditor who knows what they're doing. All expenses are gonna be covered. You up for the job?",CONTRACTS
US_15_01_TRAILER_DELIVERY_01_TASK,Adventuring Gear,_TASKS,US_15,Quebec,truckDelivery,,530,5750,"Hello! We had a trailer stocked with mountaineering equipment ferried over to the port, but it still needs to be delivered to our center. Which is not something we can do on our own, so that's where you come in. Help us out, eh?",TASKS
US_15_01_TRACK_DELIVERY_01_TASK,Dangerous Route,_TASKS,US_15,Quebec,truckDelivery,,490,5100,"You're not gonna believe what just happened! I decided to take a shortcut across this lake, because I was so sure the ice could take the weight of my car—but it started cracking! Now I'm stuck, and I really need to get out before my ride goes under. Help me out, eh?",TASKS
US_15_01_HOUSE_BUILDING_01_TASK,Housing in the Boonies,_TASKS,US_15,Quebec,cargoDelivery,4× Wooden Planks Medium,970,13300,"Hey, did you notice our town's development efforts yet? We're building new houses for people, and we could use your help to deliver some planks. All our contractors refuse because of weather conditions. Give us a hand, eh?",TASKS
US_15_01_CARGO_PORT_01_TASK,Just a Delivery,_TASKS,US_15,Quebec,cargoDelivery,2× Metal Planks; 4× Metal Roll,1500,13000,"Let's cut to the chase—we need two metal beams and four metal rolls delivered to the port. We'll pay you by the click. The job's nothing special, but it still needs done. You up for it?",TASKS
US_15_01_PIPES_01_TASK,Pipeline of the Future,_TASKS,US_15,Quebec,cargoDelivery,2× Pipe Large,1560,11650,"Whadda y'at, fella? Want a cut of that oil money? Well, all you have to do is deliver some large pipes for the oil line to our guys so that we can amp up extraction. It'll be worth your while, promise!",TASKS
US_15_01_ROAD_BLOCK_01_TASK,Eastern Rockslide,_TASKS,US_15,Quebec,cargoDelivery,1× Wooden Planks; 1× Crate Large,840,10200,We need some consumables and wooden planks to clear a rockslide in the eastern part of the area. The only way around it lies through the Forbidden Plateau. Be careful - they say whoever sets foot there will be cursed by evil spirits.,TASKS
US_15_01_LOST_CARGO_01_TASK,Toxic Trail,_TASKS,US_15,Quebec,cargoDelivery,3× Barrels Chemicals,660,8100,It's a disaster! The incident with that container carrier can lead to regrettable pollution of the nearshore zone. The vessel was transporting some special chemicals. We need to search the coastline and retrieve the cargo ASAP!,TASKS
US_15_01_PANTOON_BRIDGE_01_TASK,The Other Side,_TASKS,US_15,Quebec,cargoDelivery,2× Metal Roll; 2× Wooden Planks Medium,740,6050,"Hey there, buddy! We've got a problem. The bridge isn't ready yet, but people still need to get to the other side somehow. A temporary crossing would do the trick—just need the supplies to build it. Could you get them to us if you have the time?",TASKS
US_15_01_CARGO_DELIVERY_01_TASK,Running on Empty,_TASKS,US_15,Quebec,cargoDelivery,3× Barrels,590,5850,"Hello! We're almost out of fuel, so I need you to get me a couple of barrels to keep our clients well-supplied. It's not something we can handle on our own, unfortunately. Will you take the job?",TASKS
US_15_01_CONTEST_01,Don't Look Up,_CONTESTS,US_15,Quebec,exploration,,150,2700,"Hello! At this point, it's almost a tradition for our lab techs to race to Everton to alert the authorities about yet another Earth-bound comet discovered by Dr. Randall. Oh, there's another one! Would you like to join the race?",CONTESTS
US_15_01_PLATFORM_CONSTRUCTION_02_CONTRACT,Real Man's Job—Breaking Through,_CONTRACTS,US_15,Quebec,cargoDelivery,2× Container Large Drilling; 1× Big Drills,2410,29900,"The next step is moving the drill unit and some other equipment from the old quarry. Fair warning: roads are covered in ice, and a little birdie told me there are tons of cameras around. Don't get a speeding ticket.",CONTRACTS
US_15_01_BUILDING_BRIDGE_02_CONTRACT,The Woes of a Construction Worker,_CONTRACTS,US_15,Quebec,cargoDelivery,2× Container Large; 4× Blocks; 2× Metal Planks,2540,21950,"Hey there, traveler! We urgently need some construction materials to finish this bridge. Could you get them for us? I hear you've got the skills, and I'm sure things will go a lot faster with your help.",CONTRACTS
US_15_01_SHIPBOARD_SUPPLY_02_CONTRACT,Titanic Effort,_CONTRACTS,US_15,Quebec,cargoDelivery,8× Service Spare Parts,1170,13450,"Hey, friend! We need your help at the docks. Our boss, Mr. Cameron, told us to hurry up and fix a ship in the dockyard, but we're all out of spare parts. Could you give us a hand and deliver a batch of parts from the docks?",CONTRACTS
US_15_01_LIGHTHOUSE_SUPPLY_02_CONTRACT,Shining in the Storm,_CONTRACTS,US_15,Quebec,cargoDelivery,8× Service Spare Parts,780,8450,"Hello! I'm back with another request now that the lighthouse has been patched up. I had some parts delivered to the port, and I'd appreciate it if you could get them for me. The lighthouse restoration efforts are still a work in progress.",CONTRACTS
US_15_01_SCOUTING_SHORE_CONTRACT_02,St. Elmo's Fire,_CONTRACTS,US_15,Quebec,cargoDelivery,1× Crate Large; 1× Crate Large; 1× Crate Large,870,7900,"We've received an emergency call from John Cabot, the owner of one of the trapped sailing vessels. He says the ice shifted, damaged the hulls of all three boats, so they're in urgent need of some parts. Can you handle the delivery?",CONTRACTS
US_15_01_PIPELINE_02_CONTRACT,Endless Flow,_CONTRACTS,US_15,Quebec,cargoDelivery,1× Pipe Water,890,7100,"Hey bud! We're in big trouble. One of the pipelines is badly damaged, to the point that it could leave the locals without any water unless we replace the leaky part. I've been told you're a great driver. Could you handle the delivery before it's too late?",CONTRACTS
US_15_01_TRAILER_DELIVERY_02_TASK,Easy but Greasy,_TASKS,US_15,Quebec,truckDelivery,,560,6400,"Lots of machinery at the new plant needs fuel to operate uninterrupted. It's our job to provide it, and it's yours to safely get it to the plant. Mind the greasy roads, eh? And give it your all!",TASKS
US_15_01_ROAD_BLOCK_02_TASK,Northern Rockslide,_TASKS,US_15,Quebec,cargoDelivery,2× Wooden Planks Medium,390,4550,"To get rid of this rockslide, the workers are going to need two pallets of planks from the sawmill. You can get around the roadblock through the gorge down below, but watch out—there have been a few Sasquatch sightings in that area. Maybe the rockslide was his doing?",TASKS
US_15_01_CARGO_DELIVERY_02_TASK,Snowbird,_TASKS,US_15,Quebec,cargoDelivery,2× Bags,490,4250,"Hey there, traveler! I used to spend my winters down south, but this year, the urgent foundation repairs have kept me here. And I'm 65, I'll have you know. Hey, since you drive, could you get me some cement, eh?",TASKS
US_15_01_CONTEST_02,Worth Its Weight in Gold,_CONTESTS,US_15,Quebec,cargoDelivery,1× Silver; 1× Gold,900,8000,"I've got a job for you, and let me tell you upfront—it's not gonna be easy. A cargo ship got into an accident nearby. We gotta to act fast, before the haul sinks to the bottom of the sea. The government requested the goods be recovered ASAP.",CONTESTS
US_15_01_BUILDING_BRIDGE_03_CONTRACT,The Return of the Inspector,_CONTRACTS,US_15,Quebec,cargoDelivery,3× Barrels; 2× Metal Planks,1550,14950,"The authorities have already dispatched someone to inspect our bridge and make sure it's up to code, as all key infrastructure should be. By the time he gets here, our bridge needs to be at 100%, so we don't have any time to lose! We need supplies.",CONTRACTS
US_15_01_PLATFORM_CONSTRUCTION_03_CONTRACT,Real Man's Job—Casting,_CONTRACTS,US_15,Quebec,cargoDelivery,4× Container Small,1430,14400,"Okay, we've got one last but very important thing to take care off—get an offshore mooring anchor made. The new metalworks will need some special containers to complete that order, and that's where you come in. Hurry up, okay?",CONTRACTS
